StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
8645,8.5,2,3,0,90,3.8,Yes,Yes,87,84,Placed
8589,7.5,1,1,3,78,4.5,No,No,69,73,NotPlaced
7385,8.6,2,3,2,90,4.8,Yes,Yes,81,87,Placed
3223,6.6,0,1,0,79,4.4,No,Yes,55,64,NotPlaced
8211,8.1,2,3,0,84,4.8,Yes,Yes,83,82,Placed
452,8.6,0,2,1,90,4.6,Yes,Yes,56,87,Placed
3732,7.6,1,3,2,84,4.0,Yes,Yes,77,82,Placed
8954,8.4,2,3,2,87,4.6,Yes,No,83,87,Placed
4987,6.5,1,1,1,84,4.4,Yes,Yes,72,87,Placed
3664,7.3,1,2,0,82,4.6,Yes,Yes,71,70,NotPlaced
2764,8.0,0,3,1,86,4.3,Yes,Yes,75,66,Placed
659,8.2,1,2,3,85,4.5,Yes,Yes,69,82,NotPlaced
7679,7.6,1,2,3,81,4.6,Yes,Yes,73,82,NotPlaced
7677,7.6,0,1,2,72,3.7,No,No,55,61,NotPlaced
4621,8.0,1,1,0,81,4.4,Yes,Yes,70,71,NotPlaced
1000,7.6,1,2,0,60,4.1,No,Yes,57,65,NotPlaced
390,8.3,2,3,2,82,4.8,Yes,Yes,57,73,Placed
3408,7.9,1,3,2,90,4.7,Yes,Yes,83,82,Placed
1477,8.2,1,3,2,90,4.5,Yes,Yes,73,87,Placed
2241,7.8,1,1,0,73,3.2,No,Yes,57,69,NotPlaced
2387,7.8,1,2,0,83,4.8,Yes,Yes,78,80,Placed
9140,6.7,1,1,0,85,4.0,No,Yes,58,71,NotPlaced
993,7.8,1,1,2,82,4.3,Yes,Yes,59,65,Placed
4998,8.5,1,1,2,75,4.8,No,Yes,75,62,Placed
3923,7.8,1,1,0,71,4.0,No,Yes,55,65,NotPlaced
2973,8.1,1,3,2,70,4.7,No,Yes,65,75,Placed
3387,8.8,2,1,2,83,4.8,Yes,Yes,84,83,Placed
7886,7.6,1,3,2,72,4.8,Yes,Yes,75,70,NotPlaced
8813,7.8,1,3,0,76,4.4,Yes,Yes,74,74,NotPlaced
4770,7.5,1,1,0,69,4.5,No,No,64,66,NotPlaced
1294,8.2,0,3,2,82,4.7,No,Yes,81,82,Placed
1825,7.8,0,3,1,88,4.6,Yes,Yes,65,83,Placed
2874,7.3,1,2,0,81,3.7,Yes,Yes,68,85,NotPlaced
4174,7.5,0,3,0,81,4.5,Yes,Yes,87,85,Placed
2536,8.1,1,3,2,90,4.8,Yes,Yes,86,80,Placed
9133,8.2,1,3,2,81,4.5,Yes,No,70,83,Placed
1908,7.6,1,1,1,72,3.3,No,Yes,58,61,NotPlaced
43,6.7,0,1,1,72,4.4,No,No,55,60,NotPlaced
9492,7.5,0,3,1,78,4.7,Yes,Yes,66,66,Placed
369,8.4,2,2,0,76,4.4,Yes,Yes,77,73,Placed
1152,7.7,1,1,0,84,4.7,Yes,Yes,71,63,Placed
7753,7.5,1,2,0,79,4.4,Yes,No,62,69,NotPlaced
6359,6.7,1,1,0,90,4.3,No,No,80,82,Placed
5913,8.2,1,3,2,90,4.8,Yes,Yes,80,81,Placed
6508,7.1,1,1,1,76,4.3,No,Yes,78,71,NotPlaced
7526,8.1,2,3,0,89,4.1,Yes,No,81,67,NotPlaced
4161,8.1,2,3,3,90,4.5,Yes,Yes,83,88,Placed
4288,8.0,2,3,2,89,4.8,Yes,No,86,83,Placed
7776,8.6,2,3,2,90,4.8,Yes,Yes,85,81,Placed
6715,8.4,1,3,3,78,4.7,Yes,Yes,77,83,NotPlaced
175,8.0,2,3,2,90,4.8,Yes,Yes,78,86,Placed
1904,8.4,2,3,2,90,4.8,Yes,Yes,79,86,Placed
1100,8.1,0,3,2,90,4.7,Yes,Yes,82,86,Placed
8115,6.5,0,1,0,73,3.7,No,No,57,67,NotPlaced
3409,7.8,2,3,2,90,4.8,Yes,Yes,68,87,Placed
1539,6.7,0,1,0,66,3.7,No,Yes,55,66,Placed
2293,8.2,1,3,2,76,4.4,Yes,Yes,66,86,NotPlaced
9301,7.5,1,2,0,87,3.9,No,No,55,63,NotPlaced
1364,8.3,2,3,2,85,4.7,Yes,Yes,72,85,NotPlaced
7189,7.6,1,1,0,88,3.9,No,Yes,55,68,NotPlaced
6628,8.2,2,3,2,90,4.8,Yes,Yes,74,85,NotPlaced
5261,7.4,1,2,2,78,4.5,No,Yes,55,75,NotPlaced
6816,8.1,0,3,2,89,4.8,Yes,Yes,78,83,Placed
9462,8.2,2,2,1,87,4.5,Yes,Yes,70,70,NotPlaced
681,8.2,2,1,2,71,4.2,Yes,Yes,85,85,NotPlaced
9316,6.9,0,2,1,69,4.0,No,Yes,62,61,NotPlaced
9299,6.7,1,1,1,71,3.8,Yes,No,56,70,NotPlaced
3665,6.6,1,1,0,78,3.7,No,Yes,73,68,NotPlaced
1662,8.6,1,3,2,90,4.5,Yes,Yes,84,88,NotPlaced
509,8.2,1,1,0,79,4.2,No,No,72,69,NotPlaced
167,7.3,1,1,1,71,3.6,No,No,65,64,NotPlaced
5498,7.4,0,2,0,73,3.7,No,Yes,55,71,NotPlaced
8300,6.8,2,1,0,65,4.6,Yes,Yes,55,63,NotPlaced
1007,8.3,0,3,2,75,3.8,Yes,Yes,83,85,Placed
9740,8.3,2,3,0,90,4.8,Yes,Yes,84,86,Placed
1915,7.5,0,3,1,76,4.4,Yes,Yes,81,83,Placed
3495,8.4,2,3,2,89,4.4,Yes,Yes,78,84,NotPlaced
9634,8.2,0,3,2,81,4.5,Yes,Yes,79,82,NotPlaced
9751,7.5,1,1,0,69,3.9,No,Yes,55,72,NotPlaced
6445,9.0,2,3,3,83,4.8,Yes,Yes,76,87,Placed
4991,6.6,0,1,1,68,3.8,No,No,64,67,NotPlaced
2537,7.4,1,1,0,90,4.4,No,Yes,58,63,NotPlaced
1105,7.5,0,1,1,67,3.6,No,No,63,72,NotPlaced
3876,8.4,2,2,2,84,4.8,Yes,Yes,87,87,Placed
7524,8.1,2,3,2,83,4.5,Yes,Yes,83,82,Placed
1753,8.3,0,3,2,90,4.8,Yes,Yes,75,83,Placed
5311,7.5,2,1,0,74,4.6,No,No,55,63,NotPlaced
7297,8.0,2,3,2,90,4.5,Yes,Yes,85,82,Placed
2917,8.1,0,1,0,71,4.0,Yes,Yes,60,69,NotPlaced
8975,8.3,1,3,1,79,4.3,Yes,Yes,55,84,NotPlaced
5755,7.1,0,3,0,80,4.4,Yes,No,80,83,Placed
153,7.8,0,1,0,81,3.9,Yes,Yes,79,65,Placed
7691,7.6,1,1,0,83,4.1,No,No,68,63,NotPlaced
5680,7.5,1,1,1,73,3.5,No,Yes,58,69,NotPlaced
3908,8.2,2,3,2,90,4.8,Yes,Yes,77,83,Placed
9136,7.5,1,2,0,89,4.5,Yes,Yes,79,83,Placed
2553,6.9,2,3,3,80,4.8,Yes,No,82,86,Placed
2774,7.7,0,3,0,83,4.5,Yes,Yes,80,82,NotPlaced
6099,7.5,1,1,0,72,4.3,No,No,59,65,NotPlaced
3552,7.5,2,2,1,90,4.2,Yes,Yes,82,74,NotPlaced
3723,6.7,0,1,1,84,4.3,No,Yes,56,82,NotPlaced
9871,7.5,0,2,0,62,4.3,No,Yes,81,69,NotPlaced
521,7.5,1,1,0,71,3.7,No,Yes,55,61,NotPlaced
8034,8.1,1,3,0,88,4.0,No,Yes,81,87,Placed
4539,7.8,1,1,0,77,3.8,No,No,55,57,NotPlaced
6779,6.5,1,1,1,67,4.3,Yes,Yes,57,68,NotPlaced
1823,8.1,1,3,2,79,4.6,No,Yes,64,80,Placed
4087,6.5,1,1,0,64,4.5,No,Yes,55,64,NotPlaced
6149,7.7,2,3,2,90,4.8,Yes,Yes,82,81,Placed
8743,7.5,1,1,1,70,3.3,No,No,59,58,NotPlaced
9473,7.9,1,3,0,82,4.4,Yes,Yes,76,83,Placed
7742,8.4,1,3,3,90,4.8,Yes,Yes,76,86,Placed
310,7.4,1,2,1,75,4.3,No,Yes,55,85,NotPlaced
7721,8.5,1,0,2,77,4.6,Yes,Yes,73,83,Placed
8223,7.5,1,1,0,75,4.1,Yes,Yes,83,57,NotPlaced
8657,7.6,2,2,0,77,4.4,No,Yes,72,74,NotPlaced
3600,7.9,1,3,1,80,4.3,Yes,Yes,74,88,NotPlaced
3623,7.5,1,1,1,78,3.9,No,No,55,64,NotPlaced
3812,7.7,0,1,0,77,4.6,No,No,79,61,NotPlaced
3451,7.3,1,1,0,76,4.3,No,Yes,63,69,NotPlaced
4592,6.5,1,2,0,71,4.3,No,No,59,72,NotPlaced
206,7.6,1,1,0,64,4.1,No,No,69,67,NotPlaced
9841,6.5,1,1,2,85,4.6,Yes,Yes,55,65,Placed
1136,7.4,0,1,1,68,4.1,No,Yes,55,74,NotPlaced
9385,7.6,1,1,0,72,3.9,No,No,55,62,NotPlaced
2750,8.6,1,3,0,90,4.8,Yes,Yes,87,81,Placed
3614,7.6,1,2,0,82,4.3,No,Yes,64,71,NotPlaced
306,8.0,1,2,1,80,4.3,No,Yes,71,61,NotPlaced
1850,7.6,1,1,0,76,4.6,No,No,73,62,NotPlaced
7670,6.7,0,2,1,71,3.7,No,No,55,67,NotPlaced
1989,8.4,2,3,1,85,4.4,Yes,Yes,78,83,Placed
3241,7.6,1,1,0,77,4.4,No,No,55,65,NotPlaced
2799,7.9,1,1,0,80,3.8,No,No,55,72,NotPlaced
4516,7.7,1,1,1,67,3.9,No,No,55,66,NotPlaced
5631,8.3,1,3,2,82,4.8,Yes,Yes,81,83,Placed
9373,8.2,2,1,0,87,4.8,Yes,Yes,74,85,Placed
3110,7.4,1,2,1,75,4.3,No,Yes,55,66,NotPlaced
4940,7.6,1,3,0,90,4.8,Yes,Yes,75,85,Placed
4060,6.8,0,1,0,84,4.2,No,No,61,60,NotPlaced
1988,7.5,0,2,1,67,4.4,No,Yes,55,68,NotPlaced
7158,7.6,1,1,0,62,3.4,No,No,67,70,NotPlaced
8875,6.5,0,2,0,77,4.4,No,Yes,55,65,NotPlaced
6614,7.7,1,2,0,79,4.7,Yes,Yes,79,66,Placed
384,8.7,0,1,1,87,4.1,No,No,72,63,NotPlaced
5635,7.6,0,1,2,75,4.5,No,No,80,66,NotPlaced
4308,7.5,1,2,0,68,3.8,Yes,Yes,55,69,NotPlaced
3389,6.6,0,1,3,75,3.9,No,No,56,73,NotPlaced
3157,6.5,0,1,0,71,3.9,No,Yes,66,66,NotPlaced
9996,7.5,1,1,2,72,3.9,Yes,No,85,66,NotPlaced
2728,7.9,0,3,1,77,4.0,Yes,Yes,55,61,NotPlaced
6334,7.5,0,2,0,69,4.3,No,No,55,70,NotPlaced
9900,8.1,0,1,2,80,4.3,Yes,Yes,81,86,NotPlaced
8752,7.5,2,2,1,68,3.7,No,No,59,62,NotPlaced
8303,7.8,1,2,0,84,4.4,No,Yes,60,65,NotPlaced
6038,7.6,1,1,0,74,3.8,No,No,56,67,NotPlaced
3833,8.2,0,3,0,79,4.7,Yes,Yes,65,87,Placed
8918,8.2,0,1,3,84,4.8,Yes,Yes,88,69,Placed
4777,8.1,1,3,2,90,4.7,No,Yes,72,88,Placed
4277,8.3,1,3,0,84,4.7,Yes,Yes,77,86,Placed
254,8.1,0,2,2,80,4.4,Yes,No,82,85,Placed
7896,7.9,2,2,1,90,4.8,Yes,Yes,82,87,Placed
9591,8.5,1,3,0,90,4.8,Yes,Yes,78,82,Placed
7289,6.9,1,1,1,81,4.0,No,Yes,70,70,Placed
279,6.8,1,2,1,65,3.9,Yes,Yes,71,85,Placed
3253,7.7,1,2,1,69,4.8,Yes,Yes,61,70,Placed
2481,6.6,1,1,1,77,3.0,No,No,57,68,NotPlaced
290,8.5,0,2,2,75,4.5,Yes,No,76,83,Placed
6087,8.1,2,3,2,90,4.8,Yes,Yes,89,85,Placed
3076,7.7,0,3,2,90,4.5,No,Yes,86,86,Placed
8124,7.6,1,3,0,77,4.3,Yes,Yes,70,83,NotPlaced
7599,7.5,1,1,0,66,3.9,No,No,55,71,NotPlaced
6404,8.0,2,3,2,71,4.1,Yes,Yes,77,83,NotPlaced
5090,7.4,1,1,1,61,4.1,No,Yes,55,69,NotPlaced
7284,7.3,1,1,0,74,4.3,No,No,57,69,NotPlaced
9718,8.7,0,1,1,81,4.8,No,No,66,65,NotPlaced
8403,7.0,1,2,0,77,4.1,No,Yes,66,73,NotPlaced
6122,8.1,2,1,0,76,4.3,No,No,67,71,NotPlaced
7755,7.7,0,2,0,77,4.1,No,No,65,69,NotPlaced
271,8.4,1,2,0,79,3.8,No,Yes,60,64,NotPlaced
6010,6.5,1,2,0,83,4.6,Yes,Yes,73,65,NotPlaced
4571,8.6,0,2,1,79,3.8,Yes,Yes,69,86,Placed
9117,7.5,1,1,1,77,4.6,No,No,56,67,NotPlaced
9804,7.5,0,1,1,71,3.6,No,Yes,59,64,NotPlaced
2972,8.6,0,3,1,81,4.6,Yes,Yes,74,85,Placed
6194,8.6,1,3,2,90,4.7,Yes,Yes,84,84,Placed
8769,7.6,1,2,0,82,3.9,No,No,58,68,NotPlaced
4208,6.9,1,2,2,77,4.0,No,Yes,55,64,NotPlaced
3219,6.7,1,1,1,67,4.7,No,Yes,81,64,Placed
1392,7.7,0,1,0,71,4.2,No,No,60,71,NotPlaced
3976,6.8,0,1,2,77,4.6,Yes,No,72,73,NotPlaced
4317,7.3,1,1,0,76,4.2,No,Yes,55,66,NotPlaced
7960,7.7,0,1,1,72,3.5,No,Yes,64,67,NotPlaced
7345,8.3,2,3,2,90,4.8,Yes,Yes,84,88,Placed
7449,7.6,1,2,1,67,4.6,No,Yes,61,67,NotPlaced
84,8.3,2,3,1,90,4.2,Yes,Yes,82,83,Placed
874,8.6,2,3,2,90,4.8,Yes,Yes,84,85,Placed
9606,7.5,1,1,1,68,4.6,Yes,Yes,58,66,NotPlaced
7636,7.7,1,2,1,80,4.4,No,Yes,81,57,NotPlaced
4558,8.6,2,3,1,90,4.3,Yes,Yes,71,82,Placed
4501,8.6,1,3,2,90,4.8,Yes,Yes,74,87,Placed
4648,8.4,1,3,0,81,4.7,No,Yes,55,87,NotPlaced
2039,8.3,1,3,1,90,4.8,Yes,Yes,83,87,Placed
9695,8.1,0,3,2,90,4.8,Yes,Yes,83,86,Placed
6910,8.5,2,3,2,90,4.8,Yes,Yes,76,82,Placed
2451,8.0,1,3,2,82,4.8,No,Yes,61,87,Placed
3955,7.4,0,3,0,75,4.0,Yes,Yes,60,73,NotPlaced
2330,8.0,1,3,0,83,4.1,Yes,Yes,82,83,Placed
9125,8.7,1,2,2,77,4.5,Yes,Yes,75,68,Placed
7045,8.6,1,3,2,86,4.7,Yes,Yes,82,85,Placed
5043,8.2,1,3,2,89,4.3,Yes,No,84,82,Placed
9365,6.5,1,1,0,64,3.7,No,No,55,59,NotPlaced
4747,8.3,1,3,1,66,4.3,No,No,78,71,NotPlaced
9368,8.1,1,3,0,90,4.8,Yes,Yes,74,84,Placed
9403,6.8,2,3,2,86,4.5,Yes,Yes,79,86,NotPlaced
6492,8.2,1,1,2,79,4.8,Yes,Yes,61,58,NotPlaced
6638,7.6,1,3,0,78,3.9,No,Yes,59,71,Placed
7226,7.7,0,1,2,68,4.2,Yes,No,75,71,NotPlaced
2402,8.3,1,2,0,72,4.2,No,No,63,74,NotPlaced
5521,7.6,1,3,2,88,4.5,Yes,Yes,75,84,Placed
1217,7.6,2,2,0,89,3.8,Yes,No,81,65,NotPlaced
8696,7.5,1,1,0,90,4.6,No,Yes,68,73,NotPlaced
6021,8.1,0,1,1,84,4.6,Yes,No,65,79,NotPlaced
6866,8.8,2,3,2,90,4.8,Yes,Yes,70,83,Placed
1065,7.7,1,1,1,77,4.1,Yes,Yes,74,61,NotPlaced
3787,8.3,0,2,0,67,4.4,Yes,Yes,81,77,NotPlaced
4411,7.7,1,2,0,77,4.2,Yes,Yes,55,69,Placed
6860,7.6,1,3,0,80,4.8,Yes,Yes,71,85,NotPlaced
6761,8.3,2,3,2,90,4.8,Yes,Yes,68,82,Placed
5524,7.9,2,1,0,81,3.7,Yes,Yes,79,66,Placed
5997,7.5,1,2,0,79,4.2,No,Yes,55,71,NotPlaced
8834,6.5,1,2,0,76,4.3,No,No,58,66,NotPlaced
5889,8.0,0,1,0,72,4.2,No,No,67,67,NotPlaced
2162,7.4,1,2,0,66,4.7,Yes,Yes,63,65,NotPlaced
3009,7.6,0,1,0,69,4.7,No,No,56,67,NotPlaced
1106,7.7,1,3,2,90,4.7,Yes,Yes,80,84,Placed
6655,8.3,1,3,2,83,4.7,Yes,No,77,87,Placed
693,8.2,1,3,2,83,4.7,Yes,Yes,75,68,Placed
9958,7.5,1,1,0,73,4.4,Yes,Yes,64,64,NotPlaced
4957,7.4,1,2,1,71,4.1,No,Yes,62,72,NotPlaced
6598,7.5,1,1,0,82,3.3,Yes,Yes,81,66,NotPlaced
8481,8.2,1,3,2,90,4.6,Yes,Yes,83,74,Placed
4370,7.8,1,1,1,73,4.0,No,No,58,61,NotPlaced
2766,8.4,2,1,1,79,4.3,Yes,Yes,74,68,Placed
3930,8.3,1,2,1,78,4.7,No,Yes,74,64,NotPlaced
7135,6.5,0,2,0,84,4.8,No,No,68,69,NotPlaced
8736,7.2,2,2,2,87,4.4,Yes,Yes,72,70,Placed
7531,6.5,1,1,0,70,4.1,No,No,65,72,NotPlaced
7529,7.3,1,1,2,82,4.0,Yes,Yes,59,75,NotPlaced
629,8.3,2,3,0,90,4.8,Yes,Yes,78,83,Placed
2452,7.8,2,1,0,86,4.3,No,Yes,78,80,Placed
6240,8.1,1,3,2,82,4.8,Yes,Yes,80,68,Placed
7013,7.6,1,1,0,84,3.7,No,No,56,70,NotPlaced
3825,8.5,1,1,0,85,4.5,Yes,Yes,73,88,NotPlaced
8978,7.5,1,3,1,72,4.2,Yes,No,90,80,NotPlaced
2653,7.8,2,3,2,90,4.6,Yes,Yes,79,88,Placed
9108,8.5,2,2,2,90,4.4,Yes,Yes,74,85,Placed
3744,7.4,1,1,0,84,4.1,No,No,55,70,NotPlaced
2177,7.8,1,2,2,68,4.4,No,No,55,68,NotPlaced
9907,8.1,2,3,2,90,4.7,Yes,Yes,74,82,Placed
9264,6.5,1,1,1,69,3.5,No,No,55,63,NotPlaced
3319,6.5,1,1,1,78,3.6,No,Yes,86,67,NotPlaced
6344,7.5,1,2,0,66,3.8,No,No,64,67,NotPlaced
2788,8.6,1,3,2,87,4.1,Yes,Yes,80,86,Placed
4106,7.9,1,2,3,84,4.5,Yes,No,79,70,NotPlaced
6356,8.2,1,3,2,90,4.4,Yes,Yes,82,85,NotPlaced
1677,6.6,1,3,0,86,4.4,No,No,60,65,NotPlaced
3948,8.0,2,3,2,90,4.3,Yes,Yes,75,82,Placed
4445,7.7,0,2,1,81,4.6,Yes,Yes,59,72,NotPlaced
2937,6.9,1,1,0,67,4.1,Yes,Yes,62,71,NotPlaced
9006,7.7,1,1,0,80,3.3,No,No,55,67,NotPlaced
7767,6.5,1,3,2,85,4.8,Yes,Yes,55,70,NotPlaced
5723,7.7,1,0,0,75,3.6,Yes,Yes,55,82,Placed
7442,7.9,0,3,1,82,4.0,No,Yes,82,67,Placed
2504,7.8,2,3,2,84,4.7,Yes,Yes,81,86,Placed
8483,8.2,2,3,2,90,4.5,Yes,Yes,86,81,Placed
2370,9.0,2,3,2,88,4.8,No,Yes,72,84,Placed
4968,8.0,1,3,2,90,4.8,Yes,Yes,69,85,NotPlaced
5884,8.1,1,3,1,90,4.8,Yes,Yes,86,83,Placed
2218,6.7,1,1,1,70,4.5,No,Yes,75,72,NotPlaced
5848,8.3,2,3,0,86,4.7,Yes,Yes,81,71,Placed
2219,7.5,0,1,1,71,3.4,No,No,66,74,NotPlaced
3327,6.8,1,1,1,72,4.8,No,Yes,62,67,NotPlaced
6734,7.3,1,2,3,81,3.8,No,Yes,76,64,NotPlaced
3584,8.0,2,3,0,85,4.7,Yes,No,70,88,Placed
9825,6.6,1,1,1,74,3.6,No,No,59,78,NotPlaced
3620,7.6,1,1,1,79,4.3,No,Yes,55,58,NotPlaced
7708,6.6,1,1,1,85,4.1,Yes,Yes,80,85,NotPlaced
6433,6.5,1,3,0,77,4.4,No,No,55,70,NotPlaced
3116,7.4,0,1,1,67,3.4,No,No,62,64,NotPlaced
86,6.7,1,3,0,87,4.6,Yes,No,81,69,NotPlaced
5974,7.5,1,2,0,82,4.2,No,Yes,77,64,NotPlaced
2802,8.4,2,3,2,90,4.8,Yes,Yes,82,80,NotPlaced
3672,8.8,2,3,2,90,4.8,Yes,Yes,80,83,Placed
3668,8.4,2,3,2,90,4.8,Yes,Yes,78,76,Placed
9795,7.8,0,2,0,82,4.3,Yes,Yes,74,67,NotPlaced
5159,8.2,1,2,2,78,4.1,Yes,Yes,70,82,NotPlaced
5726,7.0,1,2,0,69,4.7,No,Yes,57,65,Placed
4591,8.5,2,3,2,90,4.8,Yes,Yes,80,82,Placed
2020,7.4,1,3,2,90,4.8,Yes,Yes,79,83,Placed
7832,7.4,1,2,2,80,3.9,No,Yes,77,88,Placed
2526,6.9,0,1,1,73,3.5,No,Yes,69,63,NotPlaced
8287,8.4,2,3,2,90,4.3,Yes,Yes,87,85,Placed
9207,7.5,1,1,0,60,4.2,No,Yes,55,59,Placed
3213,7.5,1,2,2,82,4.1,Yes,Yes,83,69,NotPlaced
520,7.9,2,3,1,82,4.2,Yes,Yes,83,69,NotPlaced
5367,6.6,1,1,0,71,4.1,No,Yes,67,64,NotPlaced
6763,7.4,1,2,2,77,4.1,No,No,55,71,Placed
2896,8.3,1,2,1,84,4.3,Yes,Yes,64,71,NotPlaced
245,7.6,2,3,0,88,4.4,No,Yes,80,68,Placed
5931,6.8,1,1,0,80,3.6,No,No,66,69,NotPlaced
4715,8.4,1,3,0,84,4.1,Yes,Yes,80,75,NotPlaced
9568,7.5,2,2,0,65,4.3,No,No,67,69,NotPlaced
3426,8.3,1,2,1,80,4.7,Yes,Yes,74,81,NotPlaced
6932,8.1,2,1,0,71,3.4,Yes,No,66,67,NotPlaced
6721,8.8,0,3,1,90,4.8,Yes,Yes,77,85,Placed
7411,7.6,1,1,0,60,3.6,No,No,55,64,NotPlaced
6178,7.6,1,1,2,85,4.3,No,Yes,60,87,Placed
7251,7.5,2,2,0,72,4.2,Yes,Yes,77,86,Placed
5510,7.8,1,2,2,90,4.3,Yes,Yes,75,64,NotPlaced
2002,8.1,1,2,0,83,4.6,Yes,Yes,75,75,NotPlaced
886,6.5,0,2,0,78,4.5,No,Yes,55,68,Placed
870,8.4,1,3,2,88,4.8,Yes,Yes,80,85,Placed
9689,7.5,1,1,1,77,3.7,No,Yes,61,62,NotPlaced
5721,8.8,2,3,2,90,4.8,Yes,Yes,73,80,Placed
357,8.9,2,3,2,89,4.6,Yes,Yes,71,83,Placed
9908,8.2,1,3,2,70,4.6,Yes,Yes,70,88,Placed
5452,7.4,1,3,1,81,4.4,No,Yes,70,67,NotPlaced
8194,8.2,0,2,2,86,4.5,Yes,No,78,65,NotPlaced
6439,7.9,2,3,2,90,4.7,Yes,Yes,87,83,Placed
7705,6.5,1,3,1,76,4.6,Yes,Yes,74,76,Placed
1276,8.5,2,3,0,90,4.8,Yes,Yes,73,88,Placed
1891,8.3,0,1,3,77,4.0,No,Yes,55,67,NotPlaced
8687,8.6,2,2,1,78,4.0,Yes,Yes,81,77,NotPlaced
6569,6.5,1,1,0,73,3.6,No,No,61,72,NotPlaced
9624,7.6,1,2,0,66,3.5,No,Yes,57,62,NotPlaced
3564,6.6,1,2,0,68,3.6,No,No,60,57,NotPlaced
5788,8.2,1,1,2,72,4.1,No,Yes,79,69,NotPlaced
4959,8.1,2,1,1,75,4.7,Yes,Yes,60,70,NotPlaced
1547,7.3,1,1,1,84,3.9,No,No,55,62,NotPlaced
2381,7.8,1,3,2,83,4.2,Yes,Yes,78,80,NotPlaced
3824,6.7,0,2,1,63,4.4,No,Yes,59,61,NotPlaced
3233,7.1,1,1,0,79,4.6,No,No,62,72,NotPlaced
8400,8.2,2,3,2,90,4.8,Yes,Yes,80,88,Placed
3307,7.5,1,2,1,60,3.4,Yes,Yes,78,84,NotPlaced
493,8.5,1,2,1,70,4.5,Yes,Yes,74,64,Placed
3500,7.7,1,1,1,79,4.0,Yes,Yes,84,65,NotPlaced
6665,7.4,1,1,0,69,4.3,Yes,Yes,60,83,Placed
1117,8.3,0,1,0,79,3.5,No,Yes,70,70,Placed
5638,6.6,2,3,0,73,4.5,Yes,Yes,75,72,NotPlaced
8775,8.4,1,2,1,74,4.3,No,No,57,68,NotPlaced
6147,8.4,2,3,0,90,4.8,Yes,Yes,58,88,Placed
9868,6.5,0,1,2,77,3.6,No,Yes,73,82,Placed
8776,8.4,2,3,2,90,4.5,Yes,Yes,69,81,NotPlaced
6708,8.2,1,3,2,90,4.3,Yes,Yes,77,87,Placed
9949,7.8,1,1,1,78,3.7,No,Yes,60,67,NotPlaced
7966,7.3,1,2,1,68,4.3,Yes,Yes,62,71,NotPlaced
3646,7.9,2,3,0,81,4.6,Yes,Yes,82,79,NotPlaced
2501,8.0,1,2,0,90,4.3,Yes,Yes,75,70,NotPlaced
5678,8.5,0,3,2,76,4.8,Yes,No,74,81,Placed
5242,8.4,1,3,0,90,4.6,Yes,Yes,78,87,Placed
6519,7.6,0,1,1,72,3.7,No,Yes,71,72,NotPlaced
2784,7.5,1,3,1,84,4.0,Yes,No,74,70,Placed
6159,6.9,0,3,1,87,4.6,Yes,Yes,66,75,NotPlaced
3810,7.4,1,1,1,76,4.6,No,Yes,60,57,NotPlaced
9429,8.3,1,3,2,90,4.8,Yes,Yes,79,82,Placed
9525,7.3,1,1,1,85,4.8,No,Yes,55,66,Placed
8600,7.7,1,3,2,90,4.4,No,Yes,87,84,Placed
1697,7.6,1,2,2,79,4.3,Yes,Yes,70,82,Placed
5686,8.3,0,3,2,88,4.8,Yes,Yes,74,72,Placed
8368,7.6,0,1,1,72,4.4,No,Yes,69,76,NotPlaced
5940,8.1,2,3,2,90,4.6,Yes,Yes,85,88,Placed
2053,7.7,1,1,1,60,3.6,No,No,59,58,NotPlaced
1777,8.3,0,2,0,79,4.3,No,No,75,65,Placed
6561,8.5,2,3,2,87,4.1,Yes,Yes,85,83,Placed
3314,6.5,1,2,1,70,3.9,No,No,56,68,NotPlaced
4782,7.5,0,1,0,78,4.0,No,No,55,71,NotPlaced
8539,7.7,1,2,0,81,4.8,No,No,55,66,NotPlaced
6782,7.1,1,1,3,83,4.2,Yes,Yes,82,86,Placed
1593,9.0,1,3,2,78,4.8,Yes,Yes,79,85,Placed
1724,8.8,1,3,0,72,4.1,Yes,Yes,74,74,Placed
216,7.4,0,1,1,70,4.2,No,No,61,70,NotPlaced
6327,8.0,0,0,1,85,4.8,Yes,Yes,67,83,NotPlaced
8257,8.0,0,3,0,88,4.4,Yes,Yes,78,83,NotPlaced
491,7.6,1,2,1,76,3.9,No,No,55,69,NotPlaced
9134,7.6,1,1,1,68,4.0,No,No,57,63,NotPlaced
3484,8.3,1,2,2,89,4.8,Yes,Yes,81,62,Placed
5103,8.7,0,3,2,88,4.7,Yes,Yes,85,82,Placed
5188,7.6,0,3,2,78,4.8,No,Yes,78,79,Placed
3432,8.2,0,3,2,79,3.9,No,Yes,81,65,NotPlaced
9199,8.4,1,3,2,90,4.8,Yes,Yes,85,82,Placed
7711,8.3,2,3,1,85,4.8,Yes,Yes,79,86,Placed
5514,8.3,2,3,0,82,3.5,Yes,No,82,80,NotPlaced
26,6.7,1,1,1,70,4.0,No,No,68,57,NotPlaced
3513,6.5,1,3,0,76,4.4,Yes,No,55,67,NotPlaced
